NEWID,AGE,AGE_,ANGOVRTX,ANGO_RTX,ANPRVPNX,ANPR_PNX,ANRRDEDX,ANRR_EDX,ARM_FORC,ARM__ORC,CU_CODE,EARNER,EARNER_,EARNTYPE,EARN_YPE,EDUCA,EDUCA_,EMPLCONT,EMPL_ONT,GOVRETX,GOVRETX_,GROSPAYX,GROS_AYX,IN_COLL,IN_COLL_,INC_HRSQ,INC__RSQ,INCMEDCR,INCM_DCR,INCNONWK,INCN_NWK,INCOMEY,INCOMEY_,INCWEEKQ,INCW_EKQ,INDRETX,INDRETX_,JSSDEDX,JSSDEDX_,MARITAL,MEDICOV,MEDICOV_,MEMBNO,OCCUCODE,OCCU_ODE,PAYPERD,PAYPERD_,PRIVPENX,PRIV_ENX,RRRDEDX,RRRDEDX_,RRRETIRX,RRRE_IRX,SALARYX,SALARYX_,SCHMLWKQ,SCHM_WKQ,SEX,SLFEMPSS,SLFE_PSS,SOCRRX,SOCRRX_,SS_RRQ,SS_RRQ_,SSIX,SSIX_,SSNORM,SSNORM_,SALARYB,SALARYB_,SALARYBX,SALA_YBX,RRRETIRB,RRRE_IRB,RRRETRBX,RRRE_RBX,SSIB,SSIB_,SSIBX,SSIBX_,HORIGIN,HISPANIC,HISP_NIC,MEMBRACE,RC_WHITE,RC_W_ITE,RC_BLACK,RC_B_ACK,RC_NATAM,RC_N_TAM,RC_ASIAN,RC_A_IAN,RC_PACIL,RC_P_CIL,RC_OTHER,RC_O_HER,RC_DK,RC_DK_,ASIAN,ASIAN_,ANGOVRTM,ANGO_RTM,ANPRVPNM,ANPR_PNM,ANRRDEDM,ANRR_EDM,JSSDEDXM,JSSD_DXM,JSSDEDX1,JSSDEDX2,JSSDEDX3,JSSDEDX4,JSSDEDX5,RRRETIRM,RRRE_IRM,RRRETIR1,RRRETIR2,RRRETIR3,RRRETIR4,RRRETIR5,RRRETIRI,SALARYXM,SALA_YXM,SALARYX1,SALARYX2,SALARYX3,SALARYX4,SALARYX5,SALARYXI,SLFEMPSM,SLFE_PSM,SLFEMPS1,SLFEMPS2,SLFEMPS3,SLFEMPS4,SLFEMPS5,SOCRRXM,SOCRRXM_,SOCRRX1,SOCRRX2,SOCRRX3,SOCRRX4,SOCRRX5,SSIXM,SSIXM_,SSIX1,SSIX2,SSIX3,SSIX4,SSIX5,SSIXI,PAYSTUB,PAYSTUB_,SCHLMLPD,SCHL_LPD,SEMPFRM1,SEMPFRM2,SEMPFRM3,SEMPFRM4,SEMPFRM5,SEMPFRMI,SCHLMLX,SCHLMLX_,SEMPFRMX,SEMP_RMX,SEMPFRMM,SEMP_RMM,SMPFRMB,SMPFRMB_,SMPFRMBX,SMPF_MBX,SOCSRRET,SOCS_RET,TAX__NIT,TU_CODE_,TU_D_NDT,WKSTATUS,TRAN_MTX,TRAN_AYX,TRANPD_,TRANPD,TRANDAYX,TRANAMTX,VETERAN,VETERAN_,SCHLMLRX,SCHL_LRX,TAX_UNIT,TU_CODE,TU_DPNDT
04925881,7,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,5,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,4,D,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04925911,28,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,1,D,,A,1900,D,3,D,40,D,,A,,A,1,D,52,D,2730,D,2984,D,5,,C,1,10,D,2,D,,A,,A,,A,39000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2984.0,D,2984,2984,2984,2984,2984,,A,,,,,,100,39000.0,D,39000,39000,39000,39000,39000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04925921,36,D,,A,,A,,A,2,D,1,1,D,1,D,7,D,2,D,,A,1360,D,3,D,65,D,,A,,A,1,D,52,D,,A,4208,D,1,2,D,1,03,D,2,D,,A,,A,,A,55000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4208.0,D,4208,4208,4208,4208,4208,,A,,,,,,100,55000.0,D,55000,55000,55000,55000,55000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04925921,32,D,,A,,B,,A,2,D,2,1,D,3,D,4,D,1,D,,A,2024,D,3,D,50,D,,A,,A,1,D,36,D,,A,4536,D,1,2,D,2,12,D,1,D,,C,,A,,A,59300,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,4536.0,D,4536,4536,4536,4536,4536,,A,,,,,,100,59300.0,D,59300,59300,59300,59300,59300,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,1,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
04925921,16,D,,A,,A,,A,,A,3,2,D,,A,3,D,,A,,A,,A,,A,,A,,A,3,D,,A,0,D,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,1,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04925951,69,D,,A,,A,,A,,A,1,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,1,,A,,A,,A,,A,,C,,A,,A,2,,A,1782,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,1671.6,D,983,2742,1587,2126,920,201,,A,,,,,,100,,A,,,,,,21841.0,D,13578,34686,20826,27294,12822,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,D,A,D,3,,40,2,D,,A,1,3,1
04925951,71,D,,A,,A,,A,,A,2,2,D,,A,8,D,,A,,A,,A,3,D,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,C,,A,,A,1,,A,1782,D,12,D,,A,,A,,A,,A,,C,,B,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,2137.0,D,3255,1971,1872,1690,1897,201,,A,,,,,,100,,A,,,,,,27426.0,D,40842,25434,24246,22062,24546,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04925961,55,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,1,D,,A,600,D,3,D,43,D,,A,,A,1,D,52,D,,A,1530,D,3,1,D,1,03,D,2,D,,A,,A,,A,20000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1530.0,D,1530,1530,1530,1530,1530,,A,,,,,,100,20000.0,D,20000,20000,20000,20000,20000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04925961,26,D,,A,,A,,A,2,D,3,1,D,1,D,5,D,1,D,,A,1200,D,3,D,50,D,,A,,A,1,D,52,D,,A,2525,D,5,1,D,2,03,D,2,D,,A,,A,,A,33000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2525.0,D,2525,2525,2525,2525,2525,,A,,,,,,100,33000.0,D,33000,33000,33000,33000,33000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04925971,50,D,,A,,B,,B,2,D,1,1,D,4,D,5,D,1,D,,A,3500,D,3,D,6,D,,A,,A,1,D,44,D,120,D,4590,D,1,1,D,1,10,D,3,D,,C,,C,,A,60000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,4590.0,D,4590,4590,4590,4590,4590,,A,,,,,,100,60000.0,D,60000,60000,60000,60000,60000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04925971,58,D,,A,,A,,A,2,D,2,2,D,,A,5,D,,A,,A,,A,3,D,,A,,A,1,D,,A,0,D,50,D,,A,1,,A,2,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,2457,D,,A,,A,,A,,A,,A,,A,,A,2,,A,3,,A,,A,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,2457.0,D,2457,2457,2457,2457,2457,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
04925971,30,D,,A,,B,,B,2,D,3,1,D,4,D,5,D,1,D,,A,1600,D,2,D,20,D,,A,,A,1,D,20,D,,C,2219,D,5,1,D,3,10,D,2,D,,C,,C,,A,29000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,3,,A,,A,3,D,,A,,A,,A,,A,,A,,A,,B,,B,2219.0,D,2219,2219,2219,2219,2219,,A,,,,,,100,29000.0,D,29000,29000,29000,29000,29000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04925971,27,D,,A,,A,,A,2,D,3,2,D,,A,5,D,,A,,A,,A,2,D,,A,,A,3,D,,A,0,D,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,6,D,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,3,1
04925991,68,D,,B,,A,,A,,A,1,1,D,3,D,7,D,1,D,,C,4000,D,3,D,45,D,1,D,,A,4,D,24,D,,A,3825,D,1,2,D,1,03,D,2,D,,A,,A,2200,D,50000,D,,A,2,0,D,14091,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,,A,3825.0,D,3825,3825,3825,3825,3825,2200.0,D,2200,2200,2200,2200,2200,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,14091.0,D,14091,14091,14091,14091,14091,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04925991,69,D,,A,,A,,A,,A,2,1,D,4,D,8,D,2,D,,A,500,D,3,D,25,D,1,D,,A,1,D,12,D,,A,0,D,1,2,D,2,11,D,2,D,,A,,A,2800,D,,C,,A,1,0,D,35382,D,12,D,,A,,A,,C,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1592.0,D,1008,1287,2170,1722,1773,2800.0,D,2800,2800,2800,2800,2800,100,20812.4,D,13181,16830,28370,22509,23172,201,0.0,D,0,0,0,0,0,35382.0,D,35382,35382,35382,35382,35382,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
04925991,34,D,,A,,A,,A,2,D,3,1,D,1,D,7,D,1,D,,A,,C,3,D,40,D,,A,,A,1,D,52,D,,C,3978,D,5,2,D,3,10,D,2,D,,A,,A,,A,52000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3978.0,D,3978,3978,3978,3978,3978,,A,,,,,,100,52000.0,D,52000,52000,52000,52000,52000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,1,B
04926011,21,D,,A,,A,,A,2,D,1,1,D,3,D,6,D,2,D,,A,1500,D,1,D,55,D,,A,,A,1,D,20,D,,A,2678,D,5,,A,1,06,D,2,D,,A,,A,,A,35000,D,,A,1,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2678.0,D,2678,2678,2678,2678,2678,,A,,,,,,100,35000.0,D,35000,35000,35000,35000,35000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
04926051,24,D,933,D,,A,,A,2,D,1,1,D,2,D,7,D,2,D,20,D,300,D,3,D,20,D,,A,,A,1,D,52,D,6000,D,1071,D,5,2,D,1,03,D,2,D,,A,,A,,A,14000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,5,D,933,D,,A,,A,1071.0,D,1071,1071,1071,1071,1071,,A,,,,,,100,14000.0,D,14000,14000,14000,14000,14000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04926051,66,D,,A,,A,,A,,A,7,2,D,,A,2,D,,A,,A,,A,,A,,A,1,D,1,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,600,D,,A,,A,2,,A,8982,D,12,D,600,D,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,5,D,,A,,A,,A,,A,,,,,,600.0,D,600,600,600,600,600,100,,A,,,,,,100,,A,,,,,,8982.0,D,8982,8982,8982,8982,8982,600.0,D,600,600,600,600,600,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,1,D,D,D,D,,A,A,A,,,,2,D,,A,2,1,2
04926051,52,D,,A,,A,,A,2,D,7,1,D,1,D,2,D,2,D,,A,550,D,,A,40,D,,A,,A,1,D,52,D,,A,1010,D,1,,C,3,12,D,2,D,,A,,A,,A,13200,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,5,D,,A,,A,,A,1010.0,D,1010,1010,1010,1010,1010,,A,,,,,,100,13200.0,D,13200,13200,13200,13200,13200,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,2,2,B
04926051,21,D,,A,,A,,A,2,D,6,2,D,,A,5,D,,A,,A,,A,1,D,,A,,A,1,D,,A,0,D,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,5,D,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,2,3,2
04926101,61,D,5313,D,13281,D,,A,2,D,1,1,D,1,D,8,D,2,D,200,D,3200,D,3,D,60,D,,A,,A,4,D,52,D,100,D,6503,D,1,1,D,1,01,D,2,D,500,D,,A,,A,85000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,5313,D,13281,D,,A,6503.0,D,6503,6503,6503,6503,6503,,A,,,,,,100,85000.0,D,85000,85000,85000,85000,85000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04926101,62,D,,A,,A,,A,2,D,2,2,D,,A,6,D,,A,,A,,A,3,D,,A,,A,4,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,A,,A,,A,1,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
04926111,29,D,,A,,A,,A,1,D,1,1,D,1,D,8,D,,A,,A,,A,3,D,40,D,,A,,A,5,D,52,D,,A,0,D,3,,A,1,10,D,,A,,A,,A,,A,,A,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,14802.6,T,14803,14803,14803,14803,14803,,A,,,,,,100,,A,,,,,,100,8552.8,D,25868,676,373,668,15179,,A,,,,,,,A,,,,,,100,,A,,A,196824,196824,196824,196824,196824,201,,A,,B,196824,T,,B,,B,2,D,D,D,A,2,A,A,A,,,,1,D,,A,1,1,B
04926111,29,D,,B,,B,,B,2,D,0,1,D,1,D,8,D,,B,,B,,B,3,D,40,D,,A,,A,1,D,52,D,,A,0,D,5,,A,2,11,D,,B,,B,,B,,A,,B,,A,2,0,D,0,D,,A,,A,,A,,B,,B,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,B,,B,,B,2495.0,D,4138,1266,1024,5843,204,,A,,,,,,100,32615.2,D,54086,16553,13387,76381,2669,201,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,D,D,D,1,3,1,2,D,,A,2,1,B
04926131,25,D,,A,,B,,A,2,D,1,1,D,3,D,7,D,2,D,,A,1200,D,3,D,40,D,,A,,A,1,D,12,D,,A,306,D,5,2,D,1,05,D,2,D,,C,,A,,A,4000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,2,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,306.0,D,306,306,306,306,306,,A,,,,,,100,4000.0,D,4000,4000,4000,4000,4000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,1,1
04926161,50,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,1,D,,A,1400,D,3,D,40,D,,A,,A,2,D,52,D,2400,D,4743,D,1,2,D,1,01,D,2,D,,A,,A,,A,62000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4743.0,D,4743,4743,4743,4743,4743,,A,,,,,,100,62000.0,D,62000,62000,62000,62000,62000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04926161,50,D,,A,,A,,A,2,D,2,1,D,1,D,5,D,2,D,,A,500,D,3,D,40,D,,A,,A,1,D,52,D,2000,D,3672,D,1,1,D,2,11,D,1,D,,A,,A,,A,48000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3672.0,D,3672,3672,3672,3672,3672,,A,,,,,,100,48000.0,D,48000,48000,48000,48000,48000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,2,B
04926181,35,D,,A,,A,,A,1,D,1,1,D,1,D,4,D,2,D,,A,8000,D,3,D,50,D,,A,,A,2,D,52,D,,A,4590,D,1,2,D,1,15,D,3,D,,A,,A,,A,60000,D,,A,2,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,6,1,D,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,4590.0,D,4590,4590,4590,4590,4590,,A,,,,,,100,60000.0,D,60000,60000,60000,60000,60000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,1,B
04926181,36,D,,A,,A,,A,1,D,2,1,D,1,D,4,D,2,D,,A,,C,3,D,50,D,,A,,A,2,D,52,D,,A,4208,D,1,2,D,2,15,D,2,D,,A,,A,,A,55000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,4208.0,D,4208,4208,4208,4208,4208,,A,,,,,,100,55000.0,D,55000,55000,55000,55000,55000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,1,D,,A,1,2,B
04926181,2,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,3,,A,,A,,A,,A,,A,,A,,A,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,6,1,D,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04926181,2,D,,A,,A,,A,,A,3,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,5,,A,4,,A,,A,,A,,A,,A,,A,,A,2,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,6,1,D,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,,,,,A,,,,,,,,A,,,,,,,,A,,,,,,,A,,,,,,,A,,,,,,,,A,,A,,,,,,,,A,,A,,A,,A,,A,,A,D,D,D,,A,A,A,,,,,A,,A,1,3,1
04926231,33,D,,A,,A,,A,2,D,1,1,D,1,D,5,D,2,D,,A,2500,D,3,D,40,D,,A,,A,1,D,52,D,,A,3825,D,1,2,D,1,10,D,2,D,,A,,A,,A,50000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,7,D,,A,,A,,A,3825.0,D,3825,3825,3825,3825,3825,,A,,,,,,100,50000.0,D,50000,50000,50000,50000,50000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04926231,29,D,,A,,A,,A,2,D,2,2,D,,A,7,D,,A,,A,,A,3,D,,A,,A,5,D,,A,0,D,,A,,A,1,,A,2,,A,,A,,A,,A,,A,,A,,A,2,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,4,,A,,A,,A,4,D,,A,,A,,A,2,D,,A,,A,,A,,A,,,,,,,A,,,,,,100,,A,,,,,,100,,A,,,,,,,A,,,,,,,A,,,,,,100,,A,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,,A,A,A,,,,2,D,,A,1,2,1
04926241,25,D,,A,,A,,A,2,D,1,1,D,4,D,4,D,2,D,,A,65,D,3,D,5,D,,A,,A,1,D,17,D,,A,75,D,1,2,D,1,04,D,1,D,,A,,A,,A,986,D,,A,2,0,D,0,D,,A,,A,1,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,75.0,D,75,75,75,75,75,,A,,,,,,100,986.0,D,986,986,986,986,986,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
04926241,32,D,,A,,A,,A,2,D,2,1,D,1,D,4,D,2,D,,A,600,D,3,D,50,D,,A,,A,1,D,52,D,,A,765,D,1,,A,2,12,D,7,D,,A,,A,,A,10000,D,,A,1,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,765.0,D,765,765,765,765,765,,A,,,,,,100,10000.0,D,10000,10000,10000,10000,10000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,D,1,A,A,A,,,,2,D,,A,1,3,1
04926251,41,D,5213,D,5514,D,,A,2,D,1,1,D,1,D,6,D,1,D,210,D,1985,D,3,D,40,D,,A,,A,3,D,52,D,,A,3988,D,3,,A,1,03,D,2,D,210,D,,A,,A,52125,D,,A,2,0,D,0,D,,A,,A,2,D,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,5213,D,5514,D,,A,3988.0,D,3988,3988,3988,3988,3988,,A,,,,,,100,52125.0,D,52125,52125,52125,52125,52125,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
04926271,39,D,,A,,A,,A,2,D,1,1,D,1,D,4,D,1,D,,A,2600,D,3,D,60,D,,A,,A,1,D,52,D,3600,D,8798,D,1,2,D,1,12,D,1,D,,A,,A,,A,115000,D,,A,1,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,,A,1,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,8798.0,D,8798,8798,8798,8798,8798,,A,,,,,,100,115000.0,D,115000,115000,115000,115000,115000,100,0.0,D,0,0,0,0,0,,A,,,,,,,A,,,,,,100,2,D,,A,,,,,,100,,A,,A,,A,,A,,A,2,D,D,D,A,1,A,A,A,,,,2,D,,A,1,1,B
